"id","WT-1_fpkm","WT-2_fpkm","WT-3_fpkm","KO-1_fpkm","KO-2_fpkm","KO-3_fpkm","WT-12h-1_fpkm","WT-12h-2_fpkm","WT-12h-3_fpkm","WT-24h-1_fpkm","WT-24h-2_fpkm","WT-24h-3_fpkm","KO-12h-1_fpkm","KO-12h-2_fpkm","KO-12h-3_fpkm","KO-24h-1_fpkm","KO-24h-2_fpkm","KO-24h-3_fpkm","WT-1_count","WT-2_count","WT-3_count","KO-1_count","KO-2_count","KO-3_count","WT-12h-1_count","WT-12h-2_count","WT-12h-3_count","WT-24h-1_count","WT-24h-2_count","WT-24h-3_count","KO-12h-1_count","KO-12h-2_count","KO-12h-3_count","KO-24h-1_count","KO-24h-2_count","KO-24h-3_count","Symbol","Description","KEGG_A_class","KEGG_B_class","Pathway","K_ID","GO Component","GO Function","GO Process"
"C2R79_RS07270",108.37,103.78,102.69,129.46,128.24,141.34,671.4,638.97,726.15,426.07,406.45,431.48,779.08,736.41,731.67,408.57,375.22,430.2,260,236,423,203,282,212,3006,1891,2428,1751,1622,1974,1246,1101,1320,991,700,853,"frr","ribosome recycling factor [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07275",76.75,75.28,78.63,105.05,111.51,117.84,660.98,603.17,706.55,239.58,279.42,262.14,731.36,765.63,734.51,289.19,300.59,269.29,199,185,350,178,265,191,3198,1929,2553,1064,1205,1296,1264,1237,1432,758,606,577,"secG","preprotein translocase subunit SecG [Helicobacter pylori]","Environmental Information Processing;Genetic Information Processing;Cellular Processes","Membrane transport;Folding, sorting and degradation;Cellular community - prokaryotes","ko03070//Bacterial secretion system;ko03060//Protein export;ko02024//Quorum sensing","K03075;K03075;K03075","-","-","-"
"C2R79_RS07280",4.5,2.38,3.75,13.78,8.42,9.78,61.02,59.72,66.48,16.15,19.15,18.56,57.91,56.78,61.17,23.23,20.27,29.58,14,7,20,28,24,19,354,229,288,86,99,110,120,110,143,73,49,76,"--","methyltransferase domain-containing protein [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko00780//Biotin metabolism","K02169;K02169","-","-","-"
"C2R79_RS07285",50.97,43.27,47.23,54.41,43.45,50.44,81.69,68.81,74,56.89,48.03,43.27,60.11,64.68,73.46,62.85,64.03,59.67,215,173,342,150,168,133,643,358,435,411,337,348,169,170,233,268,210,208,"trpS","tryptophan--tRNA ligase [Helicobacter pylori]","Genetic Information Processing","Translation","ko00970//Aminoacyl-tRNA biosynthesis","K01867","-","-","-"
"C2R79_RS07290",45.94,40.07,42.04,59.91,60.94,52.4,78.47,59.46,73.51,52.35,56.97,52.63,73.62,70.79,82.27,69.71,54.72,60.48,352,291,553,300,428,251,1122,562,785,687,726,769,376,338,474,540,326,383,"BMEII0691","ABC transporter substrate-binding protein [Helicobacter pylori]","Environmental Information Processing","Membrane transport","ko02010//ABC transporters","K13893","-","-","-"
"C2R79_RS07295",40.21,38.9,34.16,70.7,77.8,55.79,45.71,34.22,36.02,35.92,32.59,32.97,42.99,50.62,49.63,43.07,39.14,44.89,181,166,264,208,321,157,384,190,226,277,244,283,129,142,168,196,137,167,"yejB","microcin C ABC transporter permease YejB [Helicobacter pylori]","Environmental Information Processing","Membrane transport","ko02010//ABC transporters","K13894","-","-","-"
"C2R79_RS07300",18.48,13.98,18.02,55.93,49.52,45.62,19.59,14.65,23.63,11.02,15.94,13.27,13.26,11.6,21.9,16.69,10.33,12.64,46,33,77,91,113,71,91,45,82,47,66,63,22,18,41,42,20,26,"--","SH3 domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07305",28.78,28.19,27.54,59.76,56.39,47.91,151.07,164.27,147.29,56.75,60.2,69.92,166.52,176.24,169.49,105.44,92.9,127.92,98,91,161,133,176,102,960,690,699,331,341,454,378,374,434,363,246,360,"aroE","shikimate dehydrogenase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00400//Phenylalanine, tyrosine and tryptophan biosynthesis","K00014;K00014;K00014;K00014","-","-","-"
"C2R79_RS07310",3.61,2.92,3.29,9.93,8.65,8.27,73.75,58.95,70.38,15.51,16.84,15.57,74.83,65.96,70.01,21.4,20.09,26.91,30,23,47,54,66,43,1145,605,816,221,233,247,415,342,438,180,130,185,"rnr","VacB/RNase II family 3'-5' exoribonuclease [Helicobacter pylori]","Genetic Information Processing","Folding, sorting and degradation","ko03018//RNA degradation","K12573","-","-","-"
"C2R79_RS07315",8.18,6.48,7.95,22.61,17.36,13.46,45.81,39.63,45.84,18.85,17.5,15.38,63.44,55.09,57.44,36.43,33.04,36.31,36,27,60,65,70,37,376,215,281,142,128,129,186,151,190,162,113,132,"HP_1247","DNA polymerase III subunit delta [Helicobacter pylori]","Genetic Information Processing;Genetic Information Processing;Genetic Information Processing","Replication and repair;Replication and repair;Replication and repair","ko03440//Homologous recombination;ko03430//Mismatch repair;ko03030//DNA replication","K02340;K02340;K02340","-","-","-"
"C2R79_RS07320",602.84,562.24,601.86,632.92,655.36,655.6,251,252.28,236.51,177.24,128.42,138.46,310.67,285.35,273.25,185.54,177.79,181.71,1112,983,1906,763,1108,756,864,574,608,560,394,487,382,328,379,346,255,277,"rpsF","30S ribosomal protein S6 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02990","-","-","-"
"C2R79_RS07325",2286.95,2224.06,2278.35,2820.16,2625.29,2861.07,10271.3,9951.67,10029.73,4343.17,4936.75,5025.92,10530.87,10833.03,10601.57,7236.56,7403.06,6786.03,5369,4949,9183,4327,5649,4199,44998,28818,32815,17465,19277,22499,16480,15848,18715,17175,13514,13166,"ssb","single-stranded DNA-binding protein [Helicobacter pylori]","Genetic Information Processing;Genetic Information Processing;Genetic Information Processing","Replication and repair;Replication and repair;Replication and repair","ko03440//Homologous recombination;ko03430//Mismatch repair;ko03030//DNA replication","K03111;K03111;K03111","-","-","-"
"C2R79_RS07330",123.5,187.36,153.32,234.48,196.7,230.71,55.55,48.23,32.34,20.52,17.34,15.13,33.81,30.38,41.96,19.62,24.35,25.09,137,197,292,170,200,160,115,66,50,39,32,32,25,21,35,22,21,23,"rpsR","30S ribosomal protein S18 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02963","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07340",102.42,91.94,112.06,102.17,108.66,76.94,178.61,186.26,163.23,77.63,80.97,87.84,179.97,203.41,197.92,120.34,148.46,127.36,181,154,340,118,176,85,589,406,402,235,238,296,212,224,263,215,204,186,"--","alpha-1,2-fucosyltransferase, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07345",16.21,16.64,17.09,34.85,32.97,31.53,99.52,105.81,97.11,52.67,47.14,49.38,86.07,101.21,92.03,38.13,45.06,59.89,37,36,67,52,69,45,424,298,309,206,179,215,131,144,158,88,80,113,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07350",804.28,803.1,770.36,961.76,1007.73,963.73,774.69,910.42,815.87,629.61,632.41,677.34,1004.24,1111.37,998.58,943.58,1102.41,938.96,3268,3093,5374,2554,3753,2448,5874,4563,4620,4382,4274,5248,2720,2814,3051,3876,3483,3153,"HI_1556","D-2-hydroxyacid dehydrogenase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Energy metabolism;Carbohydrate metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01200//Carbon metabolism;ko00260//Glycine, serine and threonine metabolism;ko00680//Methane metabolism;ko00630//Glyoxylate and dicarboxylate metabolism","K00018;K00018;K00018;K00018;K00018;K00018;K00018","-","-","-"
"C2R79_RS07355",1870.67,1881.86,1920.23,4522.01,4512.33,4560.73,2239.34,2392.25,2273.24,1887.97,2095.66,2056.2,2988.12,3154.1,2997.65,3150.5,3438.42,3039.25,5743,5476,10121,9073,12697,8753,12829,9059,9726,9928,10701,12037,6115,6034,6920,9778,8208,7711,"--","predicted coding region HP0097 [Helicobacter pylori 26695] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07360",310.57,286.35,306.91,222.87,220.23,204.48,672.03,721.16,647.77,687.44,682.97,680.55,629.26,709.4,625.36,671.74,781.02,700.56,1951,1705,3310,915,1268,803,7878,5588,5671,7397,7136,8152,2635,2777,2954,4266,3815,3637,"thrC","threonine synthase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01230//Biosynthesis of amino acids;ko00260//Glycine, serine and threonine metabolism;ko00750//Vitamin B6 metabolism","K01733;K01733;K01733;K01733;K01733;K01733","-","-","-"
"C2R79_RS07365",251.84,243.92,241.34,181.26,188.18,178.49,188.42,208.26,206.05,218,206.16,212.06,217.29,222.87,200.55,276.11,279.34,277.12,2196,2016,3613,1033,1504,973,3066,2240,2504,3256,2990,3526,1263,1211,1315,2434,1894,1997,"mcpQ","methyl-accepting chemotaxis protein [Helicobacter pylori]","Environmental Information Processing;Cellular Processes","Signal transduction;Cell motility","ko02020//Two-component system;ko02030//Bacterial chemotaxis","K03406;K03406","-","-","-"
"C2R79_RS07370",87.19,85.12,87.62,94.51,90.31,84.35,247.46,246.29,246.63,202.99,222.69,208.68,328.73,351.31,326.34,304.45,316.94,338.11,415,384,716,294,394,251,2198,1446,1636,1655,1763,1894,1043,1042,1168,1465,1173,1330,"queH","epoxyqueuosine reductase QueH [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07375",27.77,25.76,19.38,23.82,21.98,20.02,157.01,136.83,162.72,76.44,79.27,68.83,147.44,119.51,143.69,75.78,86.36,76.08,91,80,109,51,66,41,960,553,743,429,432,430,322,244,354,251,220,206,"--","outer membrane beta-barrel protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07380",26.44,28.2,29.07,59.99,55.42,41.34,45.84,37.81,46.68,20.29,16.61,13.71,61.49,58.63,61.23,28.21,23.68,27.67,89,90,168,132,171,87,288,157,219,117,93,88,138,123,155,96,62,77,"wfaP","glycosyltransferase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07385",441.31,438.43,445.89,431.52,449.06,431.4,282.58,295.48,287.08,165.21,153.25,154,365.34,357.84,351.55,224.9,205.39,227.72,3222,3034,5589,2059,3005,1969,3850,2661,2921,2066,1861,2144,1778,1628,1930,1660,1166,1374,"mcpA","methyl-accepting chemotaxis protein TlpB [Helicobacter pylori]","Environmental Information Processing;Cellular Processes","Signal transduction;Cell motility","ko02020//Two-component system;ko02030//Bacterial chemotaxis","K03406;K03406","-","-","-"
"C2R79_RS07390",9.49,13.88,17.47,11.24,15.02,16.15,11.15,8.19,9.66,6.25,5.52,7.22,2.3,1.47,2.03,4.54,0.79,4.07,31,43,98,24,45,33,68,33,44,35,30,45,5,3,5,15,2,11,"--","DUF874 family protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07395",336.6,351,350.02,475.21,489.39,464.46,329.74,329.56,331.99,334.3,322.14,330.85,328.87,332.67,330.6,362.86,331.35,374.76,3530,3489,6302,3257,4704,3045,6453,4263,4852,6005,5619,6616,2299,2174,2607,3847,2702,3248,"ppsA","pyruvate, water dikinase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Energy metabolism;Carbohydrate metabolism;Energy metabolism","ko01100//Metabolic pathways;ko01120//Microbial metabolism in diverse environments;ko01200//Carbon metabolism;ko00720//Carbon fixation pathways in prokaryotes;ko00620//Pyruvate metabolism;ko00680//Methane metabolism","K01007;K01007;K01007;K01007;K01007;K01007","-","-","-"
"C2R79_RS07405",167.31,162.51,167.44,412.17,424.29,413.9,681.57,619.89,667.53,252.06,289.62,282.87,741.62,729.19,754.32,623.23,654.64,623.44,1323,1218,2273,2130,3075,2046,10057,6046,7356,3414,3809,4265,3909,3593,4485,4982,4025,4074,"thrS","threonine--tRNA ligase [Helicobacter pylori]","Genetic Information Processing","Translation","ko00970//Aminoacyl-tRNA biosynthesis","K01868","-","-","-"
"C2R79_RS07410",25.46,16.44,25.68,55.82,45.19,56.53,51.52,42.21,47.17,13.76,18.51,17.34,50.74,57.33,76.31,39.85,34.21,39.09,67,41,116,96,109,93,253,137,173,62,81,87,89,94,151,106,70,85,"infC","translation initiation factor IF-3 [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07415",200.37,163.58,200.07,366.81,395.58,421.63,48.57,60.92,31.66,13.93,18.64,14.39,66.2,63.16,63.45,35.39,32.21,28.86,168,130,288,201,304,221,76,63,37,20,26,23,37,33,40,30,21,20,"rpmI","50S ribosomal protein L35 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02916","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07420",65.6,88.08,59.05,159.17,168.44,170.65,118.95,116.03,111.73,29.79,31.87,26.41,167.99,109.52,153.33,75.37,53.69,80.98,99,126,153,157,233,161,335,216,235,77,80,76,169,103,174,115,63,101,"rplT","50S ribosomal protein L20 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02887","GO:0030529//intracellular ribonucleoprotein complex","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression;GO:0022618//ribonucleoprotein complex assembly"
"C2R79_RS07425",2274.12,2304.09,2254.93,2941.53,2998.68,2996.1,6579.51,6423.6,6578.95,4505.13,4788.75,4755.18,6854.39,6949.48,6784.38,5817.32,6055.35,5704.55,8419,8085,14332,7117,10175,6934,45454,29333,33943,28568,29487,33568,16915,16032,18886,21772,17431,17453,"--","outer membrane protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07445",3.29,5.32,5.08,2.37,3.17,3.1,10.39,9.43,13.63,12.9,12.58,13.21,14.54,16.17,12.89,5.94,8.23,12.9,17,26,45,8,15,10,100,60,98,114,108,130,50,52,50,31,33,55,"--","baseplate J-like family protein [Biostraticola sp. BGMRC 2031]","-","-","-","-","-","-","-"
"C2R79_RS07450",0,0,0,1.62,0,0,0.57,0,0,0,0,0.56,0,0,0,0,0,1.29,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"--","tRNA modification GTPase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07460",0,0,0.45,0,0.84,2.46,1.65,3.11,1.65,2.24,3.23,1.21,1.15,0,2.04,1.52,0,0.93,0,0,1,0,1,2,4,5,3,5,7,3,1,0,2,2,0,1,"--","virB2 type IV secretion protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07465",0,2.03,0,1.96,4.19,0,2.4,0,0.46,3.74,1.93,0,0,0,0.85,0.63,0.82,0.78,0,3,0,2,6,0,7,0,1,10,5,0,0,0,1,1,1,1,"--","toprim-like family protein [Helicobacter pylori CPY1662] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07470",6.32,9.9,9.03,14.98,22.04,19.25,42.96,50.78,48.02,75.04,74.21,74.46,59.07,61.22,63.22,45.41,55.62,54.56,31,46,76,48,99,59,393,307,328,630,605,696,193,187,233,225,212,221,"--","toprim domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07475",8.7,9.18,7.37,25.42,17.26,26.57,1.27,4.49,0,6.47,5.23,5.39,10.68,1.27,3.16,8.61,5.09,4.79,11,11,16,21,20,21,3,7,0,14,11,13,9,1,3,11,5,5,"--","pZ2b protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07485",543.7,533.64,525.41,1163.88,1176.25,1159.44,807.05,816.21,803.59,1186.94,1143.48,1111.56,959.69,975.54,948.96,1067.79,1060.96,1112.48,4734,4404,7854,6623,9387,6311,13113,8766,9751,17702,16560,18455,5570,5293,6213,9399,7183,8005,"rpoD","RNA polymerase sigma factor RpoD [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07490",178.19,174.27,176.49,392.82,412.04,376.35,1471.85,1343.81,1483.64,1217.57,1215.3,1220.12,1596.78,1574.74,1639.47,1061.55,938.14,1042.7,1055,978,1794,1520,2236,1393,16262,9814,12242,12348,11968,13775,6302,5810,7299,6354,4319,5102,"--","NlpC/P60 family protein [Helicobacter pylori 35A] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07495",281.73,256.07,252.61,368.48,386.53,386.05,1515,1332.39,1439.53,846.38,845.89,849.9,1592.87,1502.27,1674.72,1138.02,1078.36,1234.46,1639,1412,2523,1401,2061,1404,16447,9561,11671,8434,8185,9428,6177,5446,7326,6693,4878,5935,"mqo","FAD-dependent oxidoreductase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Carbohydrate metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01200//Carbon metabolism;ko00620//Pyruvate metabolism;ko00020//Citrate cycle (TCA cycle)","K00116;K00116;K00116;K00116;K00116;K00116","-","-","-"
"C2R79_RS07500",76.29,83.09,76.69,131.8,128.89,122.04,91.66,109.74,83.88,55.32,45.87,53.56,147.68,100.71,144.01,93.73,82.29,90.83,62,64,107,70,96,62,139,110,95,77,62,83,80,51,88,77,52,61,"jhp_0078","DUF5408 family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07505",427.47,434.29,459.82,388.44,343.69,357.18,465.46,468.72,490.07,234.58,210.73,195.26,545.46,532.67,487.18,248.95,211.34,252.35,783,754,1446,465,577,409,1591,1059,1251,736,642,682,666,608,671,461,301,382,"rplM","50S ribosomal protein L13 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02871","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07510",366.75,383.78,381.04,373.2,318.81,335.78,587.04,625.11,610.19,327.61,348.14,339.63,642.33,694.77,665.38,410.56,353.55,327.6,615,610,1097,409,490,352,1837,1293,1426,941,971,1086,718,726,839,696,461,454,"rpsI","30S ribosomal protein S9 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02996","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS07515",262.13,260.9,263.83,259.94,271.57,267.15,465.36,439.58,462.76,490.2,486.29,511.09,474.52,489.14,475.72,669.34,690.07,674.18,2279,2150,3938,1477,2164,1452,7550,4714,5607,7300,7032,8473,2750,2650,3110,5883,4665,4844,"bdlA","chemotaxis protein [Helicobacter pylori]","Environmental Information Processing;Cellular Processes","Signal transduction;Cell motility","ko02020//Two-component system;ko02030//Bacterial chemotaxis","K03406;K03406","-","-","-"
"C2R79_RS07520",27.94,19.97,29.4,28.97,35.41,23.07,18.84,21.92,14.88,26.31,17.34,20.8,17.58,15.91,19.18,16.05,19.71,22.91,31,21,56,21,36,16,39,30,23,50,32,44,13,11,16,18,17,21,"--","Uncharacterised protein [Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504] [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07525",69.48,72.73,73.44,79.63,81.95,89.25,348.45,313.49,328.86,323.94,302.32,313.22,312.68,297.46,336.94,315.63,323.77,343.74,518,514,940,388,560,416,4848,2883,3417,4137,3749,4453,1554,1382,1889,2379,1877,2118,"--","dentin sialophosphopreproprotein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07535",8.21,13.47,7.44,16.75,20.9,11.67,4.89,5.18,3.27,7.45,7.68,5.74,1.37,1.46,0,6.32,8.21,6.62,9,14,14,12,21,8,10,7,5,14,14,12,1,1,0,7,7,6,"--","part of outer membrane protein HorA [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07550",65.48,68.14,67.07,76.9,70.58,67.82,233.69,201.7,248.5,155.59,155.09,152.13,293.06,263.51,287.59,271.4,247.91,272.99,658,649,1157,505,650,426,4382,2500,3480,2678,2592,2915,1963,1650,2173,2757,1937,2267,"--","exonuclease [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS07555",316.86,314.68,319.39,330.55,321.86,320.65,553.65,528.35,534.52,465.14,508.86,502.82,633.31,660.99,682.34,1002.27,924.79,963.34,2624,2470,4541,1789,2443,1660,8556,5397,6169,6598,7009,7940,3496,3411,4249,8391,5955,6593,"tkt","transketolase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Energy metabolism;Metabolism of terpenoids and polyketides","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01230//Biosynthesis of amino acids;ko01200//Carbon metabolism;ko00030//Pentose phosphate pathway;ko00710//Carbon fixation in photosynthetic organisms;ko01051//Biosynthesis of ansamycins","K00615;K00615;K00615;K00615;K00615;K00615;K00615;K00615","-","-","-"
